"jetz name"	"freq.numbers"	"min.prey"	"max.prey"	"mass"	"masslog"	"min.prey.log"	"max.prey.log"	"estimated_min_prey"	"estimated_max_prey"
"325"	"Harpia_harpyja"	2	"840"	"2893"	4799.99999999999	8.47637119689598	6.73340189183736	7.97004930497614	285.828471193363	1896.36169451029
"327"	"Buteogallus_solitarius"	2	NA	"590"	3000.00000000001	8.00636756765025	NA	6.38012253689976	171.762764731043	1316.08027323918
"328"	"Harpyopsis_novaeguineae"	2	NA	NA	1959.59000000001	7.58049054666914	NA	NA	108.272423871939	945.229996278584
"329"	"Henicopernis_infuscatus"	2	"small birds"	"350"	730.000000000003	6.59304453414244	NA	5.85793315448346	37.1399217126497	438.781246589335
"330"	"Henicopernis_longicauda"	2	"small birds"	"350"	571.230000000001	6.3477919306546	NA	5.85793315448346	28.4727154884831	362.634187430914
"333"	"Hieraaetus_ayresii"	0	"40"	"200"	806.060000000001	6.69215818142333	3.68887945411394	5.29831736654804	41.3506498241982	473.916210652034
"334"	"Hieraaetus_morphnoides"	2	NA	"1000"	775.049999999997	6.6529275434013	NA	6.90775527898214	39.6297201223438	459.684833073763
"335"	"Hieraaetus_pennatus"	1	"47"	"250"	823.750000000003	6.71386708581672	3.85014760171006	5.52146091786225	42.3348684605849	481.979869916089
"336"	"Aquila_spilogaster"	2	"300"	"1300"	1466.17000000001	7.29040883752437	5.7037824746562	7.17011954344963	79.0696611484569	754.444263061516
"338"	"Ictinaetus_malaiensis"	2	"11.5"	"840"	1028	6.93537044601511	2.4423470353692	6.73340189183736	53.8188337372366	572.522037403188
"339"	"Ixobrychus_minutus"	2	NA	NA	99.4900000000002	4.60005713660127	NA	NA	4.28520723760974	93.2312506960614
"344"	"Ketupa_zeylonensis"	2	NA	NA	1105	7.00760061395185	NA	NA	58.2002280190708	605.580415367518
"346"	"Lanius_bucephalus"	2	"small birds"	"small birds"	39.4199999999998	3.67427330172457	NA	NA	1.57149218221517	45.4030164135096
"349"	"Lanius_collurio"	2	"small birds"	"small birds"	28.44	3.34779660493504	NA	NA	1.10325860347168	35.2281705552255
"353"	"Lanius_isabellinus"	2	"small birds"	"small birds"	25.2000000000001	3.22684399451738	NA	NA	0.967740437140185	32.0675181710373
"359"	"Lanius_schach"	2	NA	NA	51.5099999999998	3.94177596357749	NA	NA	2.0998818261589	55.895134982447
"360"	"Lanius_senator"	2	"small birds"	"small birds"	35.9699999999999	3.58268525770753	NA	NA	1.42302425596121	42.283535420978
"365"	"Larus_argentatus"	2	NA	NA	1090.99	6.99484081988822	NA	NA	57.4010879296428	599.604729501408
"366"	"Larus_audouinii"	2	"small birds"	"small birds"	534.989999999999	6.28224805513253	NA	NA	26.5206980420276	344.624329388389
"369"	"Larus_delawarensis"	2	NA	NA	516.309999999999	6.24670736028219	NA	NA	25.5187882093677	335.235497438505
"370"	"Larus_dominicanus"	2	NA	NA	952.430000000004	6.85901661348663	NA	NA	49.5454007356055	539.536397253637
"371"	"Larus_hyperboreus"	2	NA	NA	1529.04	7.33239536647634	NA	NA	82.7500168891821	779.468801053764
"374"	"Larus_marinus"	2	NA	NA	1649.71000000001	7.4083547938717	NA	NA	89.8490370523562	826.869694704528
"375"	"Larus_occidentalis"	2	NA	NA	922.779999999995	6.82739085289611	NA	NA	47.8763187675164	526.436760067726
"380"	"Leptoptilos_crumenifer"	2	NA	"2500"	6067.87	8.71076291637604	NA	7.82404601085629	368.473803459252	2275.27894595412
"388"	"Pseudastur_polionotus"	1	NA	NA	595.499999999997	6.38940138879535	NA	NA	29.7858266898924	374.552801569991
"393"	"Lophoictinia_isura"	1	"small birds"	"passerines"	579.370000000001	6.36194130629367	NA	NA	28.9126145609184	366.64396225473
"395"	"Lophotriorchis_kienerii"	1	"small birds"	"1200"	798.999999999996	6.68336094576627	NA	7.09007683577609	40.9583540084825	470.687063296035
"396"	"Macheiramphus_alcinus"	2	"20"	"75"	649.999999999998	6.47697236288968	2.99573227355399	4.31748811353631	32.7505960954381	400.931884768257
"397"	"Macronectes_giganteus"	1	NA	NA	3591.69	8.18637812280246	NA	NA	208.756119352167	1513.70329435727
"416"	"Megatriorchis_doriae"	1	NA	NA	999.990000000003	6.90774527893214	NA	NA	52.2317172276265	560.361095179633
"417"	"Melierax_canorus"	2	"85"	"645"	663.320000000001	6.4972575283459	4.44265125649032	6.46925031679577	33.4784309306509	407.302786689468
"418"	"Micronisus_gabar"	1	"20"	"280"	169.55	5.13314786857165	2.99573227355399	5.63478960316925	7.63547593043043	141.08923847817
"419"	"Melierax_metabates"	2	"small birds"	"1300"	674.53	6.51401615204938	NA	7.17011954344963	34.0919187939069	412.642413699764
"420"	"Melierax_poliopterus"	2	"small birds"	"56"	629.880000000001	6.44552932505221	NA	4.02535169073515	31.6535628307926	391.253043987288
"422"	"Micrastur_gilvicollis"	2	NA	NA	209	5.34233425196481	NA	NA	9.57802575653475	165.996865845626
"424"	"Micrastur_mirandollei"	2	NA	NA	548.990000000001	6.30808022640739	NA	NA	27.2735187197036	351.613047798857
"426"	"Micrastur_ruficollis"	2	"small birds"	"84"	177.64	5.1797590304239	NA	4.43081679884331	8.03101813996668	146.293962423681
"427"	"Micrastur_semitorquatus"	1	"medium birds"	"4133"	621.680000000002	6.43242549090099	NA	8.32675881451173	31.2072958101311	387.288708267893
"433"	"Milvus_migrans"	2	"8"	"750"	734.100000000003	6.59864525911674	2.07944154167984	6.62007320653036	37.3659990832828	440.695333809107
"435"	"Milvus_milvus"	2	"76"	"570"	1071.77	6.97706676637232	4.33073334028633	6.3456363608286	56.3061623294677	591.378908481233
"436"	"Otus_gurneyi"	1	"small birds"	"small birds"	253	5.53338948872752	NA	NA	11.7810405423369	192.568895867908
"439"	"Nesasio_solomonensis"	2	"medium birds"	"medium birds"	1155	7.05185562295589	NA	NA	61.0591017937065	626.771254986825
"440"	"Ninox_boobook"	2	"small birds"	"26"	282.190000000001	5.64258060292976	NA	3.25809653802148	13.2607261387241	209.624027859447
"442"	"Ninox_connivens"	1	"small birds"	"321"	577.99	6.35955656748465	NA	5.77144112313002	28.8380005158948	365.965060640335
"446"	"Ninox_novaeseelandiae"	2	"small birds"	"26"	183.369999999999	5.21150596956107	NA	3.25809653802148	8.31208981263461	149.948402775899
"448"	"Ninox_rudolfi"	2	NA	"26"	348.96	5.85495730245332	NA	3.25809653802148	16.6920050645915	247.242927627581
"449"	"Ninox_rufa"	2	"small birds"	"626"	931.669999999999	6.83697867473222	NA	6.4393503711001	48.3762980253169	530.374156283284
"450"	"Ninox_scutulata"	2	"small birds"	"small birds"	191	5.25227342804663	NA	NA	8.68749894434287	154.77540589704
"451"	"Ninox_strenua"	1	"small birds"	"330"	1345.97	7.20487022169477	NA	5.79909265446053	72.070365293589	705.920168246201
"454"	"Nisaetus_alboniger"	1	NA	NA	829.989999999998	6.72141365252529	NA	NA	42.6824669478549	484.81502226393
"455"	"Nisaetus_bartelsi"	1	NA	"medium birds"	1391.37	7.23804415223942	NA	NA	74.7081296450178	724.357028873606
"456"	"Nisaetus_cirrhatus"	2	"85"	"3600"	1475.12	7.29649462139691	4.44265125649032	8.1886891244442	79.5927946295828	758.021066105069
"457"	"Nisaetus_lanceolatus"	1	NA	NA	1391.37	7.23804415223942	NA	NA	74.7081296450178	724.357028873606
"458"	"Nisaetus_nanus"	2	NA	NA	557.760000000002	6.32392876233166	NA	NA	27.7459276346187	355.970728526304
"459"	"Nisaetus_nipalensis"	1	"750"	"1200"	3004.99	8.00802951917675	6.62007320653036	7.09007683577609	172.072358254213	1317.78127638881
"460"	"Nisaetus_philippensis"	0	NA	NA	1168	7.06304816338817	NA	NA	61.8041230297525	632.247109253848
"472"	"Ptilopsis_leucotis"	1	"small birds"	"small birds"	204.000000000001	5.31811999384422	NA	NA	9.32998926152734	162.902192150486
"482"	"Parabuteo_unicinctus"	2	NA	"1280"	850.279999999996	6.74556570700492	NA	7.15461535691366	43.8142212826931	494.001232585147
"487"	"Pernis_ptilorhynchus"	2	NA	"100"	1141.13	7.03977427851657	NA	4.60517018598809	60.2649938871837	620.91377352819
"490"	"Phodilus_badius"	2	"small birds"	"small birds"	280.24	5.63564637888923	NA	NA	13.161462997113	208.497367297969
"494"	"Pithecophaga_jefferyi"	2	NA	"970"	5175.31999999999	8.55165645197061	NA	6.87729607149743	310.122707711936	2010.62908796408
"497"	"Polemaetus_bellicosus"	1	"453"	"3470"	3964.53999999999	8.28514511220626	6.11589212548303	8.15190987294091	232.336497510304	1634.47113946505
"501"	"Polyboroides_typus"	1	"small birds"	NA	633.240000000002	6.45084949720558	NA	NA	31.8365640871257	392.8741277413
"502"	"Asio_clamator"	2	NA	"105"	443.279999999998	6.09420162455909	NA	4.65396035015752	21.6318268826974	297.766087506533
"504"	"Ptilopsis_granti"	2	"small birds"	"147"	214.419999999999	5.36793670842809	NA	4.99043258677874	9.8474576559302	169.332921787845
"505"	"Pulsatrix_koeniswaldiana"	1	"small birds"	"small birds"	481	6.17586727010576	NA	NA	23.6332687066362	317.277718562325
"506"	"Pulsatrix_melanota"	1	"small birds"	"small birds"	695.500000000002	6.5446310113635	NA	NA	35.2418198045674	422.57830709477
"507"	"Pulsatrix_perspicillata"	2	NA	"340"	983.550000000002	6.89116847537774	NA	5.82894561761021	51.3019078370221	553.188140428194
"519"	"Spilornis_elgini"	2	NA	NA	895.000000000004	6.79682371827486	NA	NA	46.3165633305782	514.07795689347
"522"	"Spilornis_klossi"	2	NA	NA	938.659999999995	6.84445332631187	NA	NA	48.7697003194487	533.464161724602
"524"	"Spizaetus_isidori"	2	NA	"1280"	3087	8.03495502450216	NA	7.15461535691366	177.166595056852	1345.64781565359
"525"	"Spizaetus_melanoleucus"	2	"590"	"1200"	849.999999999998	6.74523634948436	6.38012253689976	7.09007683577609	43.7985876977523	493.874798574771
"526"	"Spizaetus_ornatus"	1	"160"	"3800"	1197.4	7.08790781849125	5.07517381523383	8.24275634571448	63.4915630757367	644.581223992598
"527"	"Spizaetus_tyrannus"	1	"passerines"	"700"	1007.11	6.91484012210535	NA	6.5510803350434	52.6348062070808	563.459460008712
"528"	"Spiziapteryx_circumcincta"	2	NA	"120"	166.24	5.11343252735092	NA	4.78749174278205	7.47409092192129	138.94388387194
"529"	"Stephanoaetus_coronatus"	2	"medium birds"	"1300"	3640.00000000002	8.19973896063079	NA	7.17011954344963	211.800323624887	1529.50322202305
"531"	"Stercorarius_parasiticus"	2	"small birds"	"small birds"	444.309999999998	6.09652251700345	NA	NA	21.6862956823384	298.303670929846
"532"	"Stercorarius_pomarinus"	2	"small passerines"	"150"	692.47	6.54026491582346	NA	5.01063529409626	35.0754869479704	421.146819186546
"535"	"Strepera_fuliginosa"	2	"small birds"	"small birds"	375.460000000002	5.92815194089622	NA	NA	18.069776320658	261.715247590392
"537"	"Strepera_versicolor"	2	"small birds"	"small birds"	395.470000000001	5.98007493098051	NA	NA	19.115556043806	272.492418352579
"539"	"Strix_aluco"	2	"small passerines"	"150"	472.459999999999	6.15795308726561	NA	5.01063529409626	23.1789444411624	312.890990579498
"540"	"Strix_butleri"	2	"small birds"	"small birds"	219	5.3890717298165	NA	NA	10.0755772554188	172.137319940074
"541"	"Strix_chacoensis"	2	"small birds"	"small birds"	330.000000000001	5.79909265446053	NA	NA	15.7115656859637	236.73804929027
"543"	"Strix_fulvescens"	2	"small birds"	"small birds"	559.089999999999	6.32631046198461	NA	NA	27.8176244965113	356.630247304029
"545"	"Strix_hylophila"	2	"small birds"	"small birds"	345.379999999999	5.84464526015652	NA	NA	16.5065312955708	245.269354108848
"546"	"Strix_leptogrammica"	1	"small birds"	"small birds"	970.000000000001	6.87729607149743	NA	NA	50.5365251255744	547.25602744874
"548"	"Ciccaba_nigrolineata"	2	NA	"76"	457.89	6.12662898059514	NA	4.33073334028633	22.4054160418719	305.365756842999
"549"	"Strix_occidentalis"	1	NA	"340"	586.370000000003	6.37395098964574	NA	5.82894561761021	29.291319668552	370.082140154748
"550"	"Strix_ocellata"	2	NA	"350"	559.089999999999	6.32631046198461	NA	5.85793315448346	27.8176244965113	356.630247304029
"551"	"Strix_rufipes"	2	NA	NA	379.999999999999	5.94017125272043	NA	NA	18.3066500450356	264.171440680885
"552"	"Strix_seloputo"	1	"24"	"small birds"	1011	6.91869521902047	3.17805383034795	NA	52.8551339105796	565.150183611627
"553"	"Strix_uralensis"	2	NA	"385"	780.559999999996	6.66001161079969	NA	5.95324333428778	39.9350891393277	462.222664772556
"554"	"Strix_varia"	2	"8.1999999999999993"	"470"	711.489999999998	6.56736136261736	2.10413415427021	6.1527326947041	36.1205936355273	430.109762737021
"556"	"Strix_woodfordii"	2	"small birds"	"small birds"	350	5.85793315448346	NA	NA	16.7459155959587	247.815409053512
"557"	"Surnia_ulula"	2	NA	"630"	319.899999999999	5.76800844695547	NA	6.44571981938558	15.1911872307996	231.08742505088
"558"	"Terathopius_ecaudatus"	2	"83"	"2662"	2200.00000000001	7.69621263934641	4.4188406077966	7.88683299895506	122.736827286974	1034.18157570903
"560"	"Tyto_alba"	2	"5"	"200"	403.319999999998	5.99973029152501	1.6094379124341	5.29831736654804	19.5270413218255	276.686922655121
"563"	"Tyto_glaucops"	2	"small birds"	"120"	521.710000000002	6.25711187794892	NA	4.78749174278205	25.8081130955844	337.957276786363
"568"	"Tyto_novaehollandiae"	2	"small birds"	"small birds"	631.85	6.44865202420469	NA	NA	31.7608483453036	392.20373383772
"572"	"Tyto_tenebricosa"	2	"small birds"	"small birds"	660.600000000001	6.49314851295669	NA	NA	33.3297039398933	406.004155703067
"574"	"Uroglaux_dimorpha"	2	NA	"375"	281.000000000001	5.63835466933375	NA	5.92692602597041	13.200143328748	208.936683107238
