"Match_jetz_birdlife"	"Sp.Scien.jetz"	"Sp.Scien.hbw"	"Total_cells"	"mass"	"Accipiter_albogularis"	"Accipiter_badius"	"Accipiter_bicolor"	"Accipiter_brachyurus"	"Accipiter_castanilius"	"Accipiter_striatus"	"Accipiter_cirrocephalus"	"Accipiter_collaris"	"Accipiter_cooperii"	"Accipiter_erythrauchen"	"Accipiter_erythropus"	"Accipiter_fasciatus"	"Accipiter_gentilis"	"Accipiter_griseiceps"	"Accipiter_gularis"	"Accipiter_gundlachi"	"Accipiter_henicogrammus"	"Accipiter_henstii"	"Accipiter_madagascariensis"	"Accipiter_melanochlamys"	"Accipiter_melanoleucus"	"Accipiter_meyerianus"	"Accipiter_minullus"	"Accipiter_nisus"	"Accipiter_novaehollandiae"	"Accipiter_ovampensis"	"Accipiter_poliogaster"	"Accipiter_rhodogaster"	"Accipiter_rufitorques"	"Accipiter_rufiventris"	"Accipiter_superciliosus"	"Accipiter_tachiro"	"Accipiter_toussenelii"	"Accipiter_trivirgatus"	"Accipiter_virgatus"	"Berenicornis_comatus"	"Ailuroedus_buccoides"	"Aquila_adalberti"	"Aquila_africana"	"Aquila_chrysaetos"	"Clanga_clanga"	"Aquila_fasciata"	"Aquila_gurneyi"	"Aquila_heliaca"	"Aquila_nipalensis"	"Clanga_pomarina"	"Aquila_rapax"	"Aquila_verreauxii"	"Hieraaetus_wahlbergi"	"Ardea_cinerea"	"Ardea_melanocephala"	"Ardea_purpurea"	"Asio_flammeus"	"Asio_otus"	"Asio_stygius"	"Aviceda_subcristata"	"Botaurus_stellaris"	"Bubo_africanus"	"Bubo_ascalaphus"	"Bubo_bengalensis"	"Bubo_bubo"	"Bubo_capensis"	"Bubo_cinerascens"	"Bubo_coromandus"	"Bubo_lacteus"	"Bubo_magellanicus"	"Bubo_nipalensis"	"Bubo_philippensis"	"Bubo_poensis"	"Bubo_scandiacus"	"Bubo_shelleyi"	"Bubo_sumatranus"	"Bubo_virginianus"	"Bubulcus_ibis"	"Buceros_bicornis"	"Geranoaetus_albicaudatus"	"Buteo_albigula"	"Buteo_albonotatus"	"Buteo_augur"	"Buteo_auguralis"	"Buteo_brachypterus"	"Buteo_brachyurus"	"Buteo_galapagoensis"	"Buteo_hemilasius"	"Buteo_lagopus"	"Parabuteo_leucorrhous"	"Buteo_lineatus"	"Buteo_platypterus"	"Geranoaetus_polyosoma"	"Buteo_regalis"	"Buteo_ridgwayi"	"Buteo_rufinus"	"Buteo_rufofuscus"	"Buteo_solitarius"	"Buteo_swainsoni"	"Buteo_ventralis"	"Buteogallus_urubitinga"	"Carpococcyx_renauldi"	"Ardea_alba"	"Catharacta_antarctica"	"Catharacta_maccormicki"	"Catharacta_skua"	"Centropus_anselli"	"Centropus_senegalensis"	"Ciconia_boyciana"	"Circus_aeruginosus"	"Circus_approximans"	"Circus_assimilis"	"Circus_buffoni"	"Circus_cinereus"	"Circus_cyaneus"	"Circus_macrourus"	"Circus_maillardi"	"Circus_maurus"	"Circus_melanoleucos"	"Circus_pygargus"	"Circus_ranivorus"	"Circus_spilonotus"	"Corvus_albus"	"Corvus_bennetti"	"Corvus_brachyrhynchos"	"Corvus_corax"	"Corvus_coronoides"	"Corvus_mellori"	"Corvus_moneduloides"	"Corvus_orru"	"Corvus_ruficollis"	"Corvus_tasmanicus"	"Cracticus_cassicus"	"Cracticus_mentalis"	"Cracticus_nigrogularis"	"Cracticus_quoyi"	"Cracticus_torquatus"	"Dacelo_gaudichaud"	"Dacelo_leachii"	"Dacelo_novaeguineae"	"Dendrocitta_formosae"	"Dendrocitta_vagabunda"	"Dicrurus_bracteatus"	"Dicrurus_caerulescens"	"Egretta_garzetta"	"Elanoides_forficatus"	"Elanus_caeruleus"	"Elanus_leucurus"	"Ephippiorhynchus_asiaticus"	"Erythrotriorchis_buergersi"	"Erythrotriorchis_radiatus"	"Falco_araeus"	"Falco_berigora"	"Falco_biarmicus"	"Falco_cenchroides"	"Falco_cherrug"	"Falco_chicquera"	"Falco_columbarius"	"Falco_concolor"	"Falco_cuvierii"	"Falco_deiroleucus"	"Falco_dickinsoni"	"Falco_eleonorae"	"Falco_fasciinucha"	"Falco_femoralis"	"Falco_hypoleucos"	"Falco_jugger"	"Falco_longipennis"	"Falco_mexicanus"	"Falco_moluccensis"	"Falco_novaeseelandiae"	"Falco_peregrinus"	"Falco_rufigularis"	"Falco_rupicoloides"	"Falco_rusticolus"	"Falco_severus"	"Falco_sparverius"	"Falco_subbuteo"	"Falco_subniger"	"Falco_tinnunculus"	"Geococcyx_californianus"	"Geranoaetus_melanoleucus"	"Glaucidium_bolivianum"	"Glaucidium_brasilianum"	"Glaucidium_brodiei"	"Glaucidium_californicum"	"Glaucidium_capense"	"Glaucidium_castaneum"	"Glaucidium_jardinii"	"Glaucidium_nana"	"Glaucidium_palmarum"	"Glaucidium_passerinum"	"Glaucidium_peruanum"	"Gymnorhina_tibicen"	"Gypohierax_angolensis"	"Haliaeetus_albicilla"	"Haliaeetus_leucocephalus"	"Haliaeetus_leucogaster"	"Haliaeetus_leucoryphus"	"Haliaeetus_pelagicus"	"Haliaeetus_sanfordi"	"Haliastur_sphenurus"	"Hamirostra_melanosternon"	"Harpagus_diodon"	"Harpia_harpyja"	"Stephanoaetus_coronatus"	"Buteogallus_solitarius"	"Harpyopsis_novaeguineae"	"Henicopernis_infuscatus"	"Henicopernis_longicauda"	"Hieraaetus_ayresii"	"Hieraaetus_morphnoides"	"Hieraaetus_pennatus"	"Aquila_spilogaster"	"Ictinaetus_malaiensis"	"Ixobrychus_minutus"	"Ketupa_zeylonensis"	"Lanius_bucephalus"	"Lanius_collurio"	"Lanius_isabellinus"	"Lanius_schach"	"Lanius_senator"	"Larus_argentatus"	"Larus_audouinii"	"Larus_delawarensis"	"Larus_dominicanus"	"Larus_hyperboreus"	"Larus_marinus"	"Larus_occidentalis"	"Leptoptilos_crumenifer"	"Pseudastur_polionotus"	"Lophoictinia_isura"	"Lophotriorchis_kienerii"	"Macheiramphus_alcinus"	"Macronectes_giganteus"	"Megatriorchis_doriae"	"Melierax_canorus"	"Micronisus_gabar"	"Melierax_metabates"	"Melierax_poliopterus"	"Micrastur_gilvicollis"	"Micrastur_mirandollei"	"Micrastur_ruficollis"	"Micrastur_semitorquatus"	"Milvus_migrans"	"Milvus_milvus"	"Otus_gurneyi"	"Nesasio_solomonensis"	"Ninox_boobook"	"Ninox_connivens"	"Ninox_novaeseelandiae"	"Ninox_rudolfi"	"Ninox_rufa"	"Ninox_scutulata"	"Ninox_strenua"	"Nisaetus_alboniger"	"Nisaetus_bartelsi"	"Nisaetus_cirrhatus"	"Nisaetus_lanceolatus"	"Nisaetus_nanus"	"Nisaetus_nipalensis"	"Nisaetus_philippensis"	"Ptilopsis_leucotis"	"Parabuteo_unicinctus"	"Pernis_ptilorhynchus"	"Phodilus_badius"	"Pithecophaga_jefferyi"	"Polemaetus_bellicosus"	"Polyboroides_typus"	"Asio_clamator"	"Ptilopsis_granti"	"Pulsatrix_koeniswaldiana"	"Pulsatrix_melanota"	"Pulsatrix_perspicillata"	"Spilornis_elgini"	"Spilornis_klossi"	"Spizaetus_isidori"	"Spizaetus_melanoleucus"	"Spizaetus_ornatus"	"Spizaetus_tyrannus"	"Spiziapteryx_circumcincta"	"Stercorarius_parasiticus"	"Stercorarius_pomarinus"	"Strepera_fuliginosa"	"Strepera_versicolor"	"Strix_aluco"	"Strix_butleri"	"Strix_chacoensis"	"Strix_uralensis"	"Strix_fulvescens"	"Strix_hylophila"	"Strix_leptogrammica"	"Ciccaba_nigrolineata"	"Strix_occidentalis"	"Strix_ocellata"	"Strix_rufipes"	"Strix_seloputo"	"Strix_varia"	"Strix_woodfordii"	"Surnia_ulula"	"Terathopius_ecaudatus"	"Tyto_alba"	"Tyto_glaucops"	"Tyto_novaehollandiae"	"Tyto_tenebricosa"	"Uroglaux_dimorpha"	"average_predation_richness"	"total_predation_richness"	"latitude_med"	"latitude_mean"	"matching_name"
"11"	"Acanthiza_reguloides"	"Acanthiza_reguloides"	"Acanthiza_reguloides"	6517	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5830	0	6513	0	0	0	0	0	3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36427804204389	4	-30.150019634	-29.5798441497895	"Acanthiza_reguloides"
"12"	"Acanthiza_uropygialis"	"Acanthiza_uropygialis"	"Acanthiza_uropygialis"	16348	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13590	0	15953	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89503303156349	3	-27.983352794	-28.244730353447	"Acanthiza_uropygialis"
"13"	"Acanthorhynchus_superciliosus"	"Acanthorhynchus_superciliosus"	"Acanthorhynchus_superciliosus"	738	9.875	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99728997289973	4	-33.316686554	-32.8641119920488	"Acanthorhynchus_superciliosus"
"14"	"Acanthorhynchus_tenuirostris"	"Acanthorhynchus_tenuirostris"	"Acanthorhynchus_tenuirostris"	3196	12.75	0	0	0	0	0	0	3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2177	253	3182	0	0	0	0	0	1918	0	0	0	0	0	0	0	0	0	0	0	3188	0	0	0	0	0	0	0	0	0	0	0	0	3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34574468085106	8	-34.316686634	-32.8466719148135	"Acanthorhynchus_tenuirostris"
"15"	"Acanthornis_magna"	"Acanthornis_magna"	"Acanthornis_magna"	257	10	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99221789883268	3	-41.983353914	-42.0676600167237	"Acanthornis_magna"
"16"	"Accipiter_badius"	"Accipiter_badius"	"Accipiter_badius"	72490	116.5	0	0	0	0	1261	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	20128	0	0	23417	0	22295	0	0	0	1845	0	15150	7425	7718	0	402	0	0	1515	0	0	12135	0	0	0	19767	0	0	34232	65736	41920	63789	20683	8004	0	0	19720	22011	0	10825	0	3694	20972	5421	0	0	6256	0	5197	0	863	71	0	62324	0	0	0	0	11605	16409	0	0	0	1551	2976	0	0	0	0	0	0	19900	2287	0	0	0	0	1756	68317	0	0	210	239	22949	0	46747	0	0	0	0	8745	45871	0	2054	13184	34986	11604	5442	40936	0	0	9414	0	0	0	0	8290	0	0	0	0	0	0	0	0	0	0	0	0	0	59262	0	59498	0	0	0	0	0	0	37420	0	9017	10114	10052	865	19165	0	11852	218	1855	0	0	8587	0	0	0	0	55290	0	8267	0	7969	0	38136	0	66182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19606	0	48504	35091	5869	0	16966	0	0	0	0	0	0	34	0	265	0	0	0	0	0	0	5939	26514	0	0	5091	36859	31775	4790	0	0	0	0	69459	0	0	0	0	0	0	0	0	12393	0	64	0	9563	0	65	0	0	18967	0	16716	6351	0	0	36061	0	21392	0	0	0	0	0	0	0	0	0	0	318	1543	0	0	1988	177	0	0	0	0	9720	0	0	7360	0	1318	0	22385	1186	0	59036	0	0	0	0	25.6762449993102	103	10.516650286	8.50816619650357	"Accipiter_badius"
"17"	"Accipiter_cirrocephalus"	"Accipiter_cirrocephalus"	"Accipiter_cirrocephalus"	19973	180	0	0	0	0	0	0	0	0	0	0	0	18734	0	0	0	0	0	0	0	461	0	714	0	0	6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2113	0	0	0	0	0	0	0	0	0	0	0	0	5661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19232	815	0	0	0	0	0	0	14183	16411	0	0	0	0	0	0	0	0	0	0	0	10550	0	0	12243	4847	0	12490	0	1609	0	0	0	0	0	0	7189	9098	0	0	0	0	18176	0	324	0	0	886	3708	0	18942	0	0	0	0	0	0	0	0	0	0	0	0	11117	0	17986	0	0	0	19254	0	0	0	0	0	0	12970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16034	0	0	0	10765	0	0	0	17028	11177	0	0	0	0	2470	0	2689	0	16485	0	0	0	0	0	0	0	0	0	0	0	0	0	1531	0	0	0	0	0	16106	0	1121	0	2230	0	0	0	0	0	0	0	0	15294	0	0	0	16968	9630	0	0	3205	0	2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	2499	361	6045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17649	0	10636	4017	791	22.3962849847294	51	-24.150019154	-23.0874429245322	"Accipiter_cirrocephalus"
"18"	"Accipiter_cooperii"	"Accipiter_cooperii"	"Accipiter_cooperii"	34125	386.5	0	0	0	0	0	0	0	0	0	0	0	0	27935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6978	0	0	34125	0	0	307	0	2056	0	0	0	0	0	0	27871	0	0	0	0	15012	0	0	0	0	14413	0	144	0	21207	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17156	0	0	15007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32984	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	2361	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18514	0	0	0	0	0	0	0	0	8.25216117216117	23	41.016652726	40.7237442776589	"Accipiter_cooperii"
"19"	"Accipiter_gentilis"	"Accipiter_gentilis"	"Accipiter_gentilis"	172636	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	140858	41725	0	0	26798	2974	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	89093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91052	48244	0	9515	8988	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6973111054473	15	56.183320606	55.0736813535164	"Accipiter_gentilis"
"20"	"Accipiter_melanoleucus"	"Accipiter_melanoleucus"	"Accipiter_melanoleucus"	28645	637.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	502	0	0	850	15237	13141	16054	7282	0	28346	0	0	0	0	0	0	1544	0	261	0	0	0	0	0	18744	0	0	0	0	0	3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2322	0	0	0	0	0	0	132	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18213	0	0	0	0	0	0	0	0	0	0	17173	0	0	0	0	0	0	0	17218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17594	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18933	0	0	0	0	0	7.5006458369698	22	-4.316684234	-5.22778572074712	"Accipiter_melanoleucus"
"21"	"Accipiter_minullus"	"Accipiter_minullus"	"Accipiter_minullus"	21556	83	0	20069	0	0	184	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	14124	0	21556	1546	0	16081	0	0	0	2003	0	15322	1776	0	0	0	0	0	257	0	0	0	0	0	0	15941	0	0	19621	21428	21348	20859	136	0	0	0	283	17729	0	0	0	2768	3371	0	0	0	0	0	544	0	16	0	0	21163	0	0	0	0	10300	1312	0	0	0	0	0	0	0	0	0	0	0	3045	1135	0	0	0	0	0	21551	0	0	0	7	7598	0	14191	0	0	0	0	0	15698	0	937	0	14958	11423	0	20808	0	0	0	0	0	0	0	1347	0	0	0	0	0	0	0	0	0	0	0	0	0	20464	0	21533	0	0	0	0	0	0	18313	0	964	0	0	702	8846	0	11706	218	1648	0	0	0	0	0	0	0	19027	0	4450	0	0	0	18896	0	20556	0	0	0	0	0	0	11936	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13643	0	18465	20343	0	17954	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	16268	0	0	2277	19382	16710	2887	0	0	0	0	21556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2891	0	0	0	0	0	20054	0	17037	0	0	0	0	0	0	0	0	0	0	286	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16291	0	0	21045	0	0	0	0	34.7972258303952	71	-11.650018154	-9.84583355985994	"Accipiter_minullus"
"22"	"Accipiter_ovampensis"	"Accipiter_ovampensis"	"Accipiter_ovampensis"	23147	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12872	0	0	0	0	0	0	0	0	0	0	13573	0	0	0	0	0	0	540	0	315	0	0	603	16154	14450	19931	0	21142	22307	22372	22104	3	0	0	0	3065	17878	0	0	0	1944	5018	0	19786	0	0	0	1395	0	81	0	0	22260	0	0	0	0	8049	5252	0	0	0	0	0	0	0	0	0	0	0	779	648	0	0	0	0	0	22354	0	0	28	0	0	0	15726	0	0	0	0	0	17488	0	150	0	15970	10848	0	22176	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	21223	0	0	0	0	0	0	0	0	20024	0	639	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	20672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14163	0	0	0	0	0	0	0	0	0	0	8655	0	0	0	0	13578	0	21108	21942	0	0	0	0	0	0	0	0	0	18	0	42	0	0	0	0	0	0	0	19711	2	0	3033	0	18142	1629	0	0	0	0	23128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21593	0	0	0	0	0	0	0	0	0	0	0	0	172	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14752	0	22286	22952	0	0	0	0	27.9800838121571	58	-11.150018114	-8.37007520644727	"Accipiter_ovampensis"
"23"	"Accipiter_rufiventris"	"Accipiter_rufiventris"	"Accipiter_rufiventris"	2890	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2277	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	165	0	61	0	0	278	1959	1257	2203	0	1991	2889	2889	2889	19	0	0	0	0	1765	12	0	0	1517	1036	0	1933	0	0	0	263	0	0	0	0	2889	0	0	0	0	1776	98	0	0	0	0	0	0	0	0	0	0	0	1115	920	0	0	0	0	0	2885	0	0	0	0	0	0	1231	0	0	0	0	0	2092	0	801	0	2115	1439	0	2835	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	0	2889	0	0	0	0	0	0	2611	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2295	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694	0	2353	1844	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1222	0	0	481	0	1593	365	0	0	0	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	0	1835	2850	0	0	0	0	28.0505190311419	52	-2.650017434	-7.88750343546684	"Accipiter_rufiventris"
